feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,class
-0.2159920710474989,0.9379362295181666,0.24135908956767935,-0.6689180722179084,1.6939165596670964,1.4571609392311673,0.6891965205262178,0.8737655915546833,-1.8215088620826791,0.32479429954655603,-1.1730696899928592,-1.5631078993486849,0.45702622088003186,1.0878858769195099,-0.8126141972658635,0
-0.741774726134432,-0.6848660078380836,1.2522765318835165,1.3619647262797638,2.704220227049999,0.22625103446637035,-1.2678560911374668,-0.4075349362149626,-2.556288715035798,-0.3055119302453121,0.6518234016917128,2.524384887425605,2.0553549264015047,1.4846316554568726,-0.05396791562607589,1
0.7477656691775738,1.2314943749666236,0.60315077119731,-2.4560157722047387,2.2736035709663796,-1.295895182756072,2.2076680920796368,0.22043711072249028,-2.6806462440665784,-1.8600333547351593,-0.09153382835701812,-2.1574039861889895,1.003022432958376,1.3603102318544198,-1.6945165476950395,0
-0.4092114001118849,-0.1115601946903678,-0.12694917908231343,2.6150089119375926,-3.178556056211962,0.3034317542330121,2.13477608222606,-0.05097802517305572,1.0240983678590723,0.30587200948269183,0.3937331977901416,-3.5147442905090984,1.6191986073743778,0.08089585479591543,-0.4393998627230962,0
-0.34447434378054137,1.3247113829252886,-0.6596471126691726,0.6200859771188185,1.6108758488922146,-0.5106764982983398,2.9434401897087845,-1.0360548166774162,-1.6530748185604973,0.8103817065052551,-0.36753037341979455,1.4673213172372694,0.5351096614686262,2.871521117016262,0.03960134792402726,0
-0.4185621039815536,-2.110182258326931,-1.5771762337321273,2.1530361495759265,-3.5129863499804244,-1.0107871388918943,2.4755374478525374,0.43083745750453684,1.996096088164407,-0.5384504857342052,0.8523279460904317,-3.5774461868022116,0.21516944741242056,0.057540858503080106,-1.0420041195652314,0
1.5090796500197994,0.27240541708272575,1.016281694113449,0.1728896939188903,-2.1139099293000565,-1.2796011135829253,1.2163252148694557,-1.264470635988649,1.5037467282290722,1.0106253180996967,0.4883194455007152,0.11175118361192027,-0.7402321950561486,-0.6637216391016,-1.5069120211008495,0
-0.30787007817664974,0.5617245818711536,0.009997657103460419,-0.2179743029264063,3.495606375430317,-0.23061751190759852,-0.49057376854161105,0.8726699965120797,-3.4681012660692163,-2.695686865237442,-0.8397272770051004,-0.3318492276331013,-0.3755380334466661,1.696948833305352,-0.8200544404548524,0
-1.102835476796124,-1.1164233182035546,-1.4999676728066413,1.5209303595448915,1.1952177197817309,-0.1768725534937553,-0.5687590040484392,-0.09470458970410345,-0.41982067478792573,-1.0894587339730377,2.2798873616304287,2.6108556081937704,0.4225468100626578,1.2683860517362515,1.7335786539498446,1
1.8870683396211936,-2.4534425619364564,-0.8664677056698514,-2.0270662890630047,1.054486733832927,-1.1935073697549667,1.2306938338498246,0.9505021681133561,1.6662723918146327,1.3278139547334296,-2.0634867160790282,2.0355140673047742,1.572966228778365,1.120123405856034,-0.17106139822222385,0
-0.6365098936818492,0.870469129290278,1.9661061553536703,0.9940111926751566,3.8791613410059558,-0.8567313011065565,-1.5952897238279904,2.77483202902626,-1.2562852108128908,0.43127172603783204,-1.2278060178105992,2.0831578910547903,0.17455376170543427,2.612999438627035,-1.3188359671304792,1
-0.4710386549671699,0.38297380607923603,-0.8643482576806455,0.5665621468637136,1.2361779248217823,0.13971677731471407,-1.6489205085058734,-1.3027076175139207,-1.8773120465725674,0.9432644380226217,1.4345107574455218,1.8745113171223267,0.18629652121156637,-0.2148835297072241,-0.9064155288164054,1
-1.4235791882041091,0.4866204139920333,0.6837146997497425,2.8405816631997016,1.877411530042969,0.36794998056733635,1.35932869605444,1.2309541984776098,-0.40445451784440223,-0.1969870044073391,1.9090838422298961,2.152100146988822,0.641489532964689,3.6617865231433697,-0.7349206377458533,1
-1.9702017051283158,1.671128811075187,-0.8817736018353803,0.6777212750389686,3.2360248892951544,1.3774686025220357,0.3421675850316357,2.525784840399284,-2.2811038626899487,1.2233949884053987,1.0271050015248113,-1.082510426231883,0.9164781413089955,2.783220178125261,-0.3721149882827205,0
1.139005323720197,0.6414030544958336,1.6244136074420843,1.5642828736191934,3.642924798306011,0.36064660977181356,-0.8844361733891192,1.5928002194969317,-3.154128591736583,-0.5232878985901878,-0.11258047004023614,0.373339943584611,-0.7118390496298745,2.5494799251925553,-0.17541372218349768,0
-0.11141782964578538,0.433597930076956,-0.07733395625137279,0.7535340700758386,3.1609967884027275,0.5682526532031087,0.05408011351795827,2.1858209380661675,-2.389416206543834,1.068926174525205,-0.47647959462401107,-0.7924454757042577,-0.350815803209602,2.541386815751133,-0.7286885292602205,0
0.5684019806803232,0.44936941043737555,-0.49420115153603533,0.8874107659567804,1.8476262125283125,-2.03183123002552,-1.8246651819681676,1.523530917215354,-2.038211260198055,-0.1631952132296676,0.27696415150859,-1.2079418206574286,0.43940748516386285,0.4652803872746843,0.2974786109744632,0
0.2697564969464962,0.23785689213521471,0.7859991402683411,0.9757613844307674,-0.03955548507260916,-0.6487533685563487,-0.7824395459422667,-2.5149214016939903,-1.3228736345540963,-0.25679932998168203,0.24328840108971955,2.1444839919162497,-0.9903506873876896,-0.5102138344578931,-0.4501768473892345,1
-0.1872724350704071,1.065813774769787,0.2993092043903975,0.6753887384504675,1.9547804282649865,-1.9007288497079187,-1.075723836269361,0.7608047822888808,-1.5488674127035655,-0.11171849597512484,-1.4779053841558218,0.6408519139819875,1.808989246553097,0.9715345663424704,0.23780519030174277,1
1.0890304274141334,0.0358295410402052,-0.17302976726255667,-1.1878929032758063,2.9916526174885147,-2.0063815645631657,-0.7297413756493698,-0.3849999023040944,-3.9544372091624385,0.5256570023091313,-0.3910027653482285,-0.6478445838836284,0.3417932184490691,0.48555627905757953,1.1537121282286165,0
